!DELLA AURORA X4.6 2.5m
6	0	0	43.433	5.23	52	5.80	60	6.26	70	6.58	75	6.67	80	6.73	90	6.77	110	6.47	120	6.34	135	5.66	142.175	5.20	150	4.66	165	3.54	180	3.05
8	0	0	41.155	6.17	52	6.92	60	7.33	70	7.61	75	7.70	80	7.76	90	7.82	110	7.75	120	7.65	135	7.05	146	6.25	150	5.96	165	4.68	180	4.06
10	0	0	39.895	6.83	52	7.62	60	7.89	70	8.15	75	8.23	80	8.29	90	8.38	110	8.46	120	8.40	135	8.00	147.8	7.25	150	7.08	165	5.70	180	5.02
12	0	0	39.107	7.22	52	8.01	60	8.22	70	8.39	75	8.50	80	8.59	90	8.74	110	8.90	120	8.89	135	8.57	150	7.94	151.513	7.84	165	6.65	180	5.91
14	0	0	38.471	7.38	52	8.19	60	8.41	70	8.58	75	8.65	80	8.77	90	9.01	110	9.25	120	9.36	135	9.06	150	8.47	154.438	8.20	165	7.43	180	6.70
16	0	0	38.005	7.47	52	8.29	60	8.52	70	8.74	75	8.83	80	8.90	90	9.22	110	9.50	120	9.80	135	9.55	150	8.88	159.05	8.37	165	8.03	180	7.40
20	0	0	37.69	7.58	52	8.41	60	8.66	70	8.93	75	9.06	80	9.20	90	9.50	110	10.11	120	10.42	135	10.65	150	9.72	161	9.03	165	8.82	180	8.39
24	0	0	38.078	7.61	52	8.44	60	8.70	70	9.03	75	9.21	80	9.38	90	9.72	110	10.69	120	10.97	135	12.26	146	11.19	150	10.71	165	9.55	180	9.07
